account_id,customer_name,date_of_birth,postcode,region,creditor,debt_type,original_balance,current_balance,interest_rate_pct,default_date,account_status,vulnerability_flag,dsar_requested,marketing_consent,assigned_agent
DC100928,Timothy Clarke,28/03/1976,HP99 9UH,South West,Northbridge Finance,Personal Loan,11806.26,1179.47,10.08,2025-03-31,OPEN,None,N,Unknown,Leslie H.
DC100750,Lucy Yates,09/15/1948,KT88 2ZL,South West,Leeds City Council,Rent Arrears,7947.0,301.15,4.99,06-06-2024,Closed,None,N,Y,Bethan M.
DC101021,MANDY BARKER,1940-10-08,CO5 9EU,North East,Yorkshire Utilities Group,Utility Arrears,3849.68,3849.68,13.85,02/08/2024,Open,None,N,N,Valerie M.
DC100728,Tina Gibson,1943-12-26,DE58 7YF,,Kestrel Bank,Overdraft,2448.72,2448.72,,20-12-2023,Disputed,None,N,Y,Garry P.
DC100244,Reece Khan,02/03/1993,G7 5SE,North East,Vantage Home Finance,Utility Arrears,1926.8,1926.8,2.68,23/02/2023,Open,None,N,Y,Paula E.
DC100427,Katie Barber,1953-01-03,B94 7UU,East Anglia,Pinnacle Retail Finance,Overdraft,8112.3,76.81,29.07,2026-03-29,Open,Elderly - Support Needed,N,Y,Paige M.
DC101037,Stuart Taylor,1959-10-11,ZE4 6LQ,South West,Meridian Telecom,Council Tax,5595.76,248.3,16.99,23/07/2025,Open,None,N,N,Jake B.
DC101022,Alexandra Chapman,21-08-1955,L11 4ZE,South East,Aurora Credit Ltd,Overdraft,2688.89,2688.89,15.02,2023-03-25,In Arrangement,None,N,N,Frederick W.
DC100448,Natalie Jones,,M5G 5PT,Yorkshire,Kestrel Bank,Store Card,12444.09,9823.2,8.94,2023-04-14,Written Off,None,N,Unknown,Holly H.
DC100983,Iain Parkes,1989-05-26,LN7 2FF,Scotland,Meridian Telecom,Credit Card,13538.86,13538.86,24.06,2024-12-11,In Arrangement,None,N,N,Tina H.
DC100654,Tom Pickering,1972-07-07,HD46 2TJ,Scotland,Aurora Credit Ltd,Store Card,10842.1,1352.71,5.04,04/28/2024,Open,None,N,N,Arthur B.
DC100276,Kathleen Ahmed,1993-10-18,B2D 0JB,Yorkshire,Kestrel Bank,Council Tax,241.05,241.05,10.1,2024-10-10,In Arrangement,None,N,Unknown,Caroline B.
DC101188,Melissa Edwards,1991-09-05,S2J 2BH,South West,Northbridge Finance,Utility Arrears,9389.83,9389.83,,2025-08-31,On Hold,None,N,N,Liam F.
DC100885,Grace Henry,1948-02-23,,Yorkshire,Meridian Telecom,Utility Arrears,11713.18,8598.43,11.82,2024-09-15,In Arrangement,None,N,,Gail S.
DC100136,Stanley King,1988-12-20,YO4 2QW,London,Yorkshire Utilities Group,Credit Card,5356.87,1549.45,15.92,16-11-2024,Open,None,N,Y,Francis O.
DC100045,Scott Robinson,16/01/1977,B1S 2TG,South West,Yorkshire Utilities Group,Overdraft,5751.57,386.2,,2026-04-10,In arrangement,None,N,N,Adam S.
DC100611,Lauren Woodward,1948-10-18,E5 0WF,North East,Hallgate Bank,Council Tax,13958.61,13958.61,5.08,2026-01-22,Closed,None,N,Y,Terence H.
DC100876,Joan Cooper,1996-12-20,WF9 7AR,London,Hallgate Bank,Catalogue Debt,8414.65,5952.39,14.5,2023-01-19,Closed,None,N,Y,Jacqueline W.
DC100867,Lynne Cooke,13-07-1988,N1 9ZD,Midlands,Kestrel Bank,Catalogue Debt,10864.98,,28.26,20/09/2025,In Arrangement,None,N,Y,Lynn J.
DC100475,,1989-05-15,E9 7AU,South West,Vantage Home Finance,Catalogue Debt,14577.35,12164.53,0.11,2023-02-15,Closed,None,N,N,Kieran R.
DC100051,Linda Woods,27/01/1997,DD84 7SY,Midlands,Aurora Credit Ltd,Credit Card,9603.78,3640.88,13.18,2025-06-29,In Arrangement,None,N,N,Max S.
DC100601,Georgia Curtis,27/06/1946,S06 2YB,North East,Yorkshire Utilities Group,Personal Loan,7141.39,2236.78,9.52,2023-12-15,On Hold,None,N,Y,Julia R.
DC100969,Irene Davis,2006-07-12,N1D 4NP,Midlands,Leeds City Council,Personal Loan,1206.14,160.56,17.09,2025-03-12,Open,None,N,Y,Alison D.
DC100844,Lynne Williams,2000-04-14,L42 8HN,East Anglia,Yorkshire Utilities Group,Overdraft,1746.71,1746.71,25.29,15/11/2025,Open,None,N,Y,Stewart C.
DC101170,,1969-04-25,RG79 7SR,London,Pinnacle Retail Finance,Store Card,6158.54,6158.54,20.05,06/10/2023,On Hold,None,N,N,Terry B.
DC100598,Lindsey Williams,02/14/1975,G5 2EH,South West,Meridian Telecom,Store Card,8269.65,2050.5,7.55,04-08-2025,In Arrangement,None,N,Y,Jennifer M.
DC101050,Julie Roberts,23/08/1958,N85 2PJ,Wales,Meridian Telecom,Credit Card,11326.63,10934.65,14.13,03/03/2024,Open,None,N,Y,Shannon J.
DC100874,Stephanie Webb,17/04/1964,W4B 2WJ,Yorkshire,Leeds City Council,Council Tax,901.08,,28.15,2024-04-30,Open,None,N,N,Stewart C.
DC100732,Mark Hunt,07/21/1969,CR7R 6AZ,,Summit Consumer Credit,Personal Loan,10010.94,10010.94,3.8,17/09/2024,Open,None,N,N,Karl W.
DC100547,Tom Robertson,1979-03-29,DL51 8NS,Yorkshire,Kestrel Bank,Council Tax,9850.5,9532.58,21.94,19/10/2024,Open,Financial Hardship,N,N,Cheryl P.
DC100620,Garry Patel,1997-01-03,L99 7WW,East Anglia,Leeds City Council,Credit Card,4010.99,2826.58,4.43,13/03/2023,Written Off,None,N,Y,Emma W.
DC100476,David Begum,11/30/1985,HP6W 8UU,Scotland,Northbridge Finance,Utility Arrears,4551.0,4551.0,8.3,07/10/2023,Open,None,N,N,Amanda A.
DC100292,Tom Williams,1987-06-04,HU32 0JJ,Wales,Vantage Home Finance,Catalogue Debt,3791.68,1400.41,27.02,03/31/2023,In Arrangement,None,N,Y,Wayne K.
DC100110,Chloe Townsend,1970-10-17,,London,Meridian Telecom,Catalogue Debt,10137.1,10137.1,16.65,28/11/2023,Open,None,N,N,Bethany P.
DC101102,Thomas Hooper,12/19/2006,L1T 3GP,Scotland,Yorkshire Utilities Group,Credit Card,8986.07,7495.25,16.21,10/02/2023,On Hold,None,N,N,Julian M.
DC100915,Elizabeth Brown,1991-03-23,E96 9NP,Midlands,Hallgate Bank,Catalogue Debt,14366.45,7749.68,5.53,2024-11-04,In Arrangement,None,N,N,Diane L.
DC100923,John Doyle,1970-05-03,FK8N 9GF,Scotland,Yorkshire Utilities Group,Mobile Phone Contract,11654.05,3915.9,15.67,2023-11-16,In Arrangement,None,N,Y,Gregory N.
DC100897,Leonard Curtis,24/04/1947,BL9 4PR,South East,Hallgate Bank,Credit Card,8448.62,8448.62,8.17,2023-11-20,In Arrangement,Financial Hardship,N,N,Stanley R.
DC100077,Geraldine Carr,1970-11-22,B5 4QQ,East Anglia,Summit Consumer Credit,Overdraft,227.98,227.98,8.61,2025-06-10,Legal Action,None,N,Y,Sharon L.
DC100153,Carole Jones,1976-05-15,CT30 3AT,North West,Kestrel Bank,Store Card,3619.13,3619.13,12.15,19/07/2025,Written Off,None,N,Unknown,Terry F.
DC101094,Olivia Brown,24/04/2001,N43 8AU,Scotland,Kestrel Bank,Utility Arrears,12780.49,5282.22,25.72,2024-05-10,Open,None,N,Y,Stanley H.
DC100806,Timothy Griffiths,2003-10-09,M42 1UQ,Wales,Northbridge Finance,Council Tax,6256.2,6256.2,11.01,15/03/2023,In Arrangement,None,N,N,Gavin D.
DC100665,Rosie Jones,10/10/1981,L8T 4HA,Wales,Hallgate Bank,Rent Arrears,9339.27,4696.41,26.79,26-05-2026,OPEN,None,N,N,Gareth W.
DC100234,Zoe Weston,26/08/1996,CO4 0PS,North West,Meridian Telecom,Catalogue Debt,4376.44,2953.7,28.6,2023-09-26,Written Off,None,N,N,Abdul B.
DC100910,GERALD COOK,19/05/1996,DT92 1ZZ,South East,Vantage Home Finance,Overdraft,12554.22,12554.22,2.23,2023-12-06,Closed,None,Y,N,Hugh C.
DC101098,Graham Nelson,10/30/2002,,North West,Hallgate Bank,Utility Arrears,12551.69,10247.96,23.4,04-02-2026,Closed,None,N,Y,Karen C.
DC100821,Brandon Taylor,21/12/1989,L5 0LB,Midlands,Vantage Home Finance,Overdraft,4377.82,4377.82,16.42,10/08/2023,Closed,None,N,Y,Jamie P.
DC100407,Craig Clark,1968-11-05,N59 4GQ,Midlands,Leeds City Council,Store Card,12417.35,12417.35,17.51,2024-02-25,Closed,None,N,Y,Amber F.
DC100101,Declan Dodd,1953-01-21,JE1E 1WH,Yorkshire,Northbridge Finance,Catalogue Debt,11851.22,9643.2,3.21,2023-04-13,On Hold,None,N,Y,Nicola B.
DC100661,Mandy Johnston,30-09-1979,DL61 3UE,Scotland,Kestrel Bank,Mobile Phone Contract,3099.5,2818.86,11.86,2024-04-02,On Hold,None,N,Y,Hugh P.
DC100465,,1995-08-28,EC7E 5DF,South East,Leeds City Council,Mobile Phone Contract,7026.4,2685.85,10.46,2023-09-29,Closed,None,N,Y,Marilyn M.
DC100313,Billy Price,1949-10-16,WV8M 8HH,Scotland,Northbridge Finance,Overdraft,12876.06,,7.37,05/03/2024,In Arrangement,None,N,N,Rhys J.
DC100210,Marian Thompson,07/11/1986,E2F 3NE,South East,Hallgate Bank,Store Card,2053.99,2053.99,19.72,09/11/2025,In Arrangement,Financial Hardship,N,Y,Justin P.
DC100106,Beverley Mahmood,22-03-1968,CH6 5GZ,South West,Leeds City Council,Credit Card,6933.46,6533.14,17.29,2025-03-25,Written Off,None,N,Y,Kelly L.
DC100990,Karl Hunter,2003-02-10,M03 3YY,North East,Yorkshire Utilities Group,Council Tax,4333.95,3230.0,23.01,2026-04-09,In Arrangement,Physical Health,N,Y,Lesley H.
DC100632,Francesca Barnett,2004-07-22,FY18 7QW,Scotland,Aurora Credit Ltd,Store Card,1030.85,1030.85,22.42,2024-05-31,Disputed,None,N,N,Samuel Y.
DC100131,Irene Doyle,1971-01-17,W57 5ZS,North West,Vantage Home Finance,Personal Loan,6826.19,6826.19,16.05,2025-07-13,Open,None,N,Y,Henry D.
DC101168,Ashleigh Burke,1953-03-04,IG36 4YT,North East,Vantage Home Finance,Credit Card,1488.97,1488.97,5.36,2025-04-04,Closed,None,N,Y,Shannon C.
DC100157,Hannah Summers,2005-08-20,BH4 5TL,,Summit Consumer Credit,Council Tax,13259.26,13259.26,23.98,2025-11-15,Closed,None,N,,Catherine S.
DC100215,Luke Carter,1970-09-26,CF34 7LQ,Scotland,Meridian Telecom,Council Tax,5743.39,3569.41,10.55,2023-07-30,On Hold,None,N,N,Nicholas W.
DC100429,Ricky Bibi,20/08/1978,G2 5BF,South East,Kestrel Bank,Catalogue Debt,712.91,54.6,23.53,2025-12-14,On Hold,None,Y,N,Ryan K.
DC101101,Jason Cooper,,W92 4YB,Yorkshire,Meridian Telecom,Store Card,497.41,137.89,22.53,06/23/2023,In Arrangement,None,N,Y,Angela G.
DC101043,Lorraine Brooks,1991-02-02,W15 9XJ,Wales,Aurora Credit Ltd,Rent Arrears,11520.15,11520.15,16.4,2025-09-02,Open,None,N,N,Elliott N.
DC100753,Bryan Walters,1978-04-08,L4 2LF,Yorkshire,Aurora Credit Ltd,Utility Arrears,12730.54,12730.54,16.79,2023-05-23,Closed,None,N,N,Mathew W.
DC100638,Margaret Alexander,12-09-1982,B7G 6ZZ,North West,Pinnacle Retail Finance,Mobile Phone Contract,8071.32,8071.32,19.68,01-05-2024,Open,None,N,Y,Oliver C.
DC100092,Richard Clarke,1965-01-30,N0C 0FS,North West,Meridian Telecom,Utility Arrears,7499.18,882.36,21.75,2025-10-23,Closed,None,N,Y,Kerry C.
DC100540,Jamie Pearce,1974-01-29,W7J 8BR,Wales,Yorkshire Utilities Group,Mobile Phone Contract,10887.52,7872.72,15.7,2024-11-21,Closed,None,N,Y,Marcus H.
DC100574,Natasha Fuller,1979-01-09,B89 6DJ,Scotland,Summit Consumer Credit,Council Tax,12625.79,1716.99,23.41,26-04-2025,In Arrangement,None,N,N,Dawn D.
DC100561,Stewart Sinclair,25/04/1946,G9S 5TU,London,Vantage Home Finance,Rent Arrears,2378.61,564.65,18.85,2023-05-04,OPEN,Elderly - Support Needed,N,N,Aaron S.
DC101058,Julian Parsons,,SY18 0ZB,Yorkshire,Pinnacle Retail Finance,Mobile Phone Contract,14968.39,11985.16,,2023-01-15,In Arrangement,None,N,Y,Nicole H.
DC100456,Marie North,1962-05-10,KY83 7FH,London,Vantage Home Finance,Mobile Phone Contract,2942.89,2060.88,21.8,21/03/2024,OPEN,None,N,N,Suzanne C.
DC100980,Denise Johnson,1970-08-24,G4 2QS,South West,Pinnacle Retail Finance,Rent Arrears,1733.55,1733.55,11.71,2025-10-21,Legal Action,None,N,Y,Sylvia C.
DC101075,Nathan Wilson,1997-05-16,TS1H 9QT,London,Northbridge Finance,Personal Loan,5660.39,4550.54,1.52,11/06/2023,Open,None,N,Unknown,Gareth W.
DC100192,Amanda Barnes,1945-11-22,S5A 7UJ,South West,Meridian Telecom,Council Tax,4911.41,4911.41,,2025-02-02,Disputed,None,N,N,Susan F.
DC100261,Gemma Parsons,1966-03-31,L2H 0NA,Wales,Leeds City Council,Credit Card,422.83,133.48,26.27,20/12/2025,Closed,,N,N,Stanley S.
DC100733,Thomas Edwards,01-07-1988,B97 8JG,South East,Meridian Telecom,Credit Card,5521.58,5521.58,21.72,2025-08-28,Open,None,N,Y,Keith O.
DC100068,David Moss,1977-08-14,N97 0HL,,Pinnacle Retail Finance,Utility Arrears,6816.24,516.98,14.02,2024-05-04,In Arrangement,None,N,N,Georgina C.
DC100902,Aimee Clark,1964-10-10,E52 4TW,South East,Yorkshire Utilities Group,Catalogue Debt,4976.25,2262.61,,2023-01-12,Open,Financial Hardship,N,N,Ellie O.
DC100652,Carole Brooks,1954-10-24,WN36 4SR,London,Meridian Telecom,Utility Arrears,2233.5,2233.5,11.69,24/03/2026,closed,,N,N,Alexandra F.
DC100088,Abbie Gibson,30/12/1973,BD5 7TJ,Scotland,Vantage Home Finance,Rent Arrears,12712.12,9526.4,,27-04-2024,In Arrangement,None,N,N,Linda G.
DC100697,PHILIP COOK,18/07/1980,TA1A 4AY,North West,Aurora Credit Ltd,Council Tax,2761.39,2761.39,9.61,2024-08-04,In Arrangement,,N,Y,Luke G.
DC100675,Alex Davies,06/01/1945,G2 6WE,Wales,Kestrel Bank,Rent Arrears,14468.18,13709.54,20.91,2026-06-23,On Hold,None,N,Y,Toby S.
DC100662,Alison Dawson,1961-06-09,NR2A 0GH,North East,Yorkshire Utilities Group,Council Tax,6721.66,6447.6,6.75,2023-05-24,In Arrangement,None,N,Y,Brian W.
DC100206,Bethan Price,16/04/1945,CH0N 2JW,South West,Meridian Telecom,Store Card,2793.18,2793.18,12.95,23/11/2022,Legal Action,Mental Health,Y,N,Clive F.
DC100447,Vanessa Law,1946-01-23,OL21 1TN,South East,Leeds City Council,Rent Arrears,4358.38,1102.41,3.69,05/03/2026,Legal Action,None,N,N,Lydia B.
DC100350,Paige Hanson,1953-07-29,E8 6HP,East Anglia,Northbridge Finance,Store Card,2292.53,1890.98,20.92,2025-07-01,Closed,None,N,N,Michelle E.
DC100208,Anne McCarthy,1988-08-23,TS1W 8GQ,Wales,Kestrel Bank,Personal Loan,14485.68,1924.58,,2023-07-12,OPEN,None,N,Y,Victor C.
DC100484,Lydia Allen,1950-01-22,B92 1EL,Yorkshire,Kestrel Bank,Utility Arrears,9976.72,669.62,11.68,2025-12-30,In Arrangement,None,N,N,Patrick R.
DC100906,Jeremy Shaw,21/11/1997,LU7X 9QX,London,Vantage Home Finance,Store Card,10700.52,10700.52,7.04,24/02/2026,Open,None,N,Y,Hayley H.
DC100998,Stewart Shepherd,1964-10-15,HA69 6AR,Midlands,Aurora Credit Ltd,Personal Loan,12792.3,12234.44,4.54,2025-08-22,Legal Action,None,N,Y,William M.
DC100028,Hollie Cooke,1977-10-27,G6C 4QB,East Anglia,Summit Consumer Credit,Credit Card,10235.26,10235.26,17.7,2025-12-28,Closed,None,N,Y,Sarah K.
DC100914,Charlene Smith,1959-04-02,SA62 1DD,South West,Northbridge Finance,Catalogue Debt,6900.1,252.6,16.54,2023-03-16,In Arrangement,Financial Hardship,Y,Unknown,Leanne W.
DC100726,Jamie Richardson,20/05/1968,N5 2JL,South West,Pinnacle Retail Finance,Council Tax,1516.93,1144.69,14.03,2024-01-05,In Arrangement,None,N,N,Mark G.
DC100693,Margaret Grant,18-08-1990,WR1B 2LH,North East,Meridian Telecom,Overdraft,13909.2,13760.68,,2025-09-01,Closed,None,N,N,Patricia H.
DC100392,Philip Slater,1977-05-16,,Wales,Yorkshire Utilities Group,Utility Arrears,9825.53,8591.73,29.46,28/03/2024,Closed,None,N,N,Jamie G.
DC100462,Pauline Price,02-05-2002,KT5 4GB,Midlands,Hallgate Bank,Store Card,7468.83,938.44,29.84,20/12/2024,Closed,None,N,N,Annette P.
DC101063,Gary Haynes,,DG60 0UY,South West,Hallgate Bank,Utility Arrears,9167.06,6871.79,2.86,29-08-2023,In Arrangement,None,N,Y,Nigel B.
DC100848,Graham Holloway,1997-02-26,PH1 9UP,Yorkshire,Northbridge Finance,Credit Card,1912.07,1753.41,9.17,04/07/2025,In arrangement,None,N,N,Benjamin O.
DC101047,Stacey Nixon,1949-10-08,TW4W 5JT,North East,Leeds City Council,Utility Arrears,3948.03,263.33,0.42,2024-03-25,Open,None,N,N,Simon S.
DC100943,,1976-04-15,WA2A 2XY,Midlands,Summit Consumer Credit,Personal Loan,10477.47,9395.82,26.5,21-12-2025,Open,Financial Hardship,N,Y,Rhys T.
DC100672,Ronald Bull,30/12/1981,S2 0LF,North East,Yorkshire Utilities Group,Overdraft,10080.27,10080.27,,01/06/2023,Open,Elderly - Support Needed,N,,Chloe E.
DC101006,Darren Johnston,23-07-1975,BD85 4YP,Wales,Leeds City Council,Personal Loan,11288.13,11288.13,,14/10/2022,Closed,None,N,Y,Ashleigh R.
DC100862,Steven Cook,1987-02-14,RM8R 3YU,,Aurora Credit Ltd,Personal Loan,6986.12,3726.73,12.04,22-06-2026,Open,None,N,Y,Donna P.
DC100091,Donald Mills,1950-10-03,M2 8LG,South East,Yorkshire Utilities Group,Utility Arrears,3836.81,3836.81,15.39,2026-04-01,Closed,None,N,Y,Jamie B.
DC100648,Shane Charlton,01/16/1966,S1B 2HH,Wales,Hallgate Bank,Personal Loan,5158.23,5158.23,10.24,2023-05-24,Written Off,None,N,Y,Stacey O.
DC100497,Alison Hughes,1946-05-16,SS6H 5NJ,North West,Yorkshire Utilities Group,Overdraft,267.95,267.95,20.01,09/02/2025,Open,None,N,N,Eileen W.
DC100095,Malcolm White,1983-10-09,IM9 7WZ,,Vantage Home Finance,Council Tax,13496.69,1726.24,17.45,13-11-2024,In Arrangement,None,N,N,Sharon G.
DC100931,Zoe Saunders,1946-01-15,G42 8TU,East Anglia,Vantage Home Finance,Utility Arrears,9458.89,852.65,10.74,2025-02-03,In arrangement,None,N,Y,Annette P.
DC100623,Mary Hunt,1978-06-22,WA94 0BU,,Northbridge Finance,Rent Arrears,10972.11,10972.11,22.17,19/11/2022,Disputed,None,N,Y,Abdul A.
DC100895,Jordan Ford,2003-05-02,RG76 7FG,Midlands,Kestrel Bank,Catalogue Debt,947.43,289.16,22.78,2026-06-11,Open,None,N,Unknown,Joan B.
DC101048,Dean King,05/05/1959,DT3H 3FA,Wales,Meridian Telecom,Store Card,7958.73,7169.09,5.08,2024-08-28,Open,None,N,Y,Bryan S.
DC100563,Daniel Preston,1984-09-22,W3 2BR,Wales,Yorkshire Utilities Group,Overdraft,3570.7,3570.7,19.91,2025-03-05,Legal Action,,N,N,Marian M.
